Grade,E_title,E_country,E_province,E_region_1,E_region_2,E_winery,E_FE_vintage,E_wine_variety,E_FE_wine_kind,FE_continent,E_price,FE_points_location,FE_points_variety,FE_points_winery
Fail,Anaba 2007 Chardonnay (Sonoma Coast),US,California,Sonoma Coast,Sonoma,Anaba,2007,Chardonnay,white,1,35.0,90.0,88.0,90.5
Fail,Apaltagua 2007 Envero Gran Reserva Carmenère (Colchagua Valley),Chile,Colchagua Valley,-,-,Apaltagua,2007,Carmenère,red,1,15.0,87.0,87.0,86.0
Fail,Abbazia Santa Anastasia 2003 Montenero Red (Sicilia),Italy,Sicily & Sardinia,Sicilia,-,Abbazia Santa Anastasia,2003,Red Blend,red,0,48.0,87.0,88.0,87.0
Fail,Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley),Chile,Colchagua Valley,-,-,Viña Bisquertt,2007,Merlot,red,1,11.0,87.0,87.0,86.0
Fail,Emiliana 2008 Natura Chardonnay (Casablanca Valley),Chile,Casablanca Valley,-,-,Emiliana,2008,Chardonnay,white,1,11.0,86.0,88.0,87.0
Fail,Fattoria Alois 2007 Campole Red (Campania),Italy,Southern Italy,Campania,-,Fattoria Alois,2007,Red Blend,red,0,26.0,87.0,88.0,86.5
Fail,Henry's Drive Vignerons 2006 The Trial of John Montford Cabernet Sauvignon (Padthaway),Australia,South Australia,Padthaway,-,Henry's Drive Vignerons,2006,Cabernet Sauvignon,red,1,30.0,88.0,88.0,88.0
Fail,Aldegheri 2003 Le Pietre Santambrogio Red (Rosso del Veronese),Italy,Veneto,Rosso del Veronese,-,Aldegheri,2003,Red Blend,red,0,20.0,88.0,88.0,86.0
Fail,Bertrand Ambroise 2006  St.-Romain,France,Burgundy,St.-Romain,-,Bertrand Ambroise,2006,Chardonnay,white,0,35.0,87.0,88.0,87.0
Fail,Campomaggio 2005  Chianti Classico,Italy,Tuscany,Chianti Classico,-,Campomaggio,2005,Sangiovese,red,0,,89.0,89.0,87.0
Fail,Carpineto 2003 Riserva  (Vino Nobile di Montepulciano),Italy,Tuscany,Vino Nobile di Montepulciano,-,Carpineto,2003,Prugnolo Gentile,red,0,35.0,89.0,88.0,89.0
Fail,Cesani 2007 Pancole  (Vernaccia di San Gimignano),Italy,Tuscany,Vernaccia di San Gimignano,-,Cesani,2007,Vernaccia,white,0,18.0,87.0,87.0,87.0
Pass,Spier 2014 21 Gables Chenin Blanc (Western Cape),South Africa,Western Cape,-,-,Spier,2014,Chenin Blanc,white,0,23.0,87.0,88.0,88.5
Pass,Sequum 2013 Four Soil Mélange Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Sequum,2013,Cabernet Sauvignon,red,1,60.0,89.0,88.0,92.0
Pass,Sierra Starr 2014 Rising Starr Estate Bottled Cabernet Franc (Nevada County),US,California,Nevada County,Sierra Foothills,Sierra Starr,2014,Cabernet Franc,sparkling,1,28.0,87.5,88.0,88.0
Pass,Tenuta di Sesta 2011 Riserva  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Tenuta di Sesta,2011,Sangiovese,red,0,,90.0,89.0,90.0
Pass,Terlan 2014 Nova Domus Riserva White (Alto Adige),Italy,Northeastern Italy,Alto Adige,-,Terlan,2014,White Blend,white,0,62.0,88.0,87.0,90.5
Pass,Adega Cooperativa de Borba 2012 Montes Claros Garrafeira Red (Alentejo),Portugal,Alentejo,-,-,Adega Cooperativa de Borba,2012,Port,,0,28.0,88.0,88.0,87.0
Pass,J. Lohr 2015 October Night Chardonnay (Arroyo Seco),US,California,Arroyo Seco,Central Coast,J. Lohr,2015,Chardonnay,white,1,25.0,88.0,88.0,89.0
Pass,Courtney Benham 2014 Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Courtney Benham,2014,Cabernet Sauvignon,red,1,25.0,89.0,88.0,87.0
Pass,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley),US,California,Dry Creek Valley,Sonoma,Del Carlo Winery,2014,Zinfandel,red,1,32.0,88.0,88.0,87.0
Pass,Delaire Graff 2013 Reserve White (Coastal Region),South Africa,Coastal Region,-,-,Delaire Graff,2013,White Blend,white,0,40.0,87.0,87.0,89.0
Pass,Domaine St Pierre 2014 Red (Côtes du Rhône),France,Rhône Valley,Côtes du Rhône,-,Domaine St Pierre,2014,Red Blend,red,0,16.0,87.0,88.0,90.0
Pass,Eikendal 2014 Chardonnay (Western Cape),South Africa,Western Cape,-,-,Eikendal,2014,Chardonnay,white,0,20.0,87.0,88.0,89.0
Pass,Famille Perrin 2013 Les Christins Red (Vacqueyras),France,Rhône Valley,Vacqueyras,-,Famille Perrin,2013,Red Blend,red,0,32.0,89.0,88.0,91.0
Pass,Matarromera 2015 Fermentado en Barrica Verdejo (Rueda),Spain,Northern Spain,Rueda,-,Matarromera,2015,Verdejo,white,0,40.0,87.0,86.0,89.0
Pass,MCV 2014 1105 Red (Paso Robles),US,California,Paso Robles,Central Coast,MCV,2014,Red Blend,red,1,48.0,88.0,88.0,90.0
Pass,Mounts 2014 Verah Red (Dry Creek Valley),US,California,Dry Creek Valley,Sonoma,Mounts,2014,Red Blend,red,1,36.0,88.0,88.0,87.5
Pass,Or Haganuz 2014 French Blend Red (Galilee),Israel,Galilee,-,-,Or Haganuz,2014,Bordeaux-style Red Blend,red,0,80.0,89.0,89.0,89.5
Pass,Podere Scopetone 2012  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Podere Scopetone,2012,Sangiovese,red,0,57.0,90.0,89.0,90.0
Pass,Quinta de Foz de Arouce 2013 Red (Beira Atlantico),Portugal,Beira Atlantico,-,-,Quinta de Foz de Arouce,2013,Port,,0,20.0,92.0,88.0,91.5
Pass,Robert Mondavi 2015 Fumé Blanc (Napa Valley),US,California,Napa Valley,Napa,Robert Mondavi,2015,Fumé Blanc,white,1,20.0,89.0,88.0,89.0
Pass,Samuel Tinon 2015 Megyer Dry Furmint (Tokaj),Hungary,Tokaj,-,-,Samuel Tinon,2015,Furmint,white,0,36.0,90.0,90.0,90.0
Pass,Sixteen by Twenty 2014 Chardonnay (Sonoma Coast),US,California,Sonoma Coast,Sonoma,Sixteen by Twenty,2014,Chardonnay,white,1,40.0,90.0,88.0,89.5
Pass,Talenti 2011 Trentennale  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Talenti,2011,Sangiovese,red,0,,90.0,89.0,90.0
Pass,Mendel 2014 Lunta Malbec (Luján de Cuyo),Argentina,Mendoza Province,Luján de Cuyo,-,Mendel,2014,Malbec,sparkling,1,22.0,89.0,88.0,89.5
Pass,Oldenburg 2013 Chardonnay (Stellenbosch),South Africa,Stellenbosch,-,-,Oldenburg,2013,Chardonnay,white,0,25.0,89.0,88.0,90.0
Pass,Oldenburg 2014 Chenin Blanc (Stellenbosch),South Africa,Stellenbosch,-,-,Oldenburg,2014,Chenin Blanc,white,0,20.0,89.0,88.0,90.0
Fail,Treleaven 2006 Semi-Dry Riesling (Cayuga Lake),US,New York,Cayuga Lake,Finger Lakes,Treleaven,2006,Riesling,white,1,14.0,86.0,90.0,87.0
Fail,Benessere 2005 Costa Del Sol Red (Napa Valley),US,California,Napa Valley,Napa,Benessere,2005,Red Blend,red,1,18.0,89.0,88.0,87.0
Fail,Bloomer Creek 2006 Gewürztraminer (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Bloomer Creek,2006,Gewürztraminer,white,1,16.0,87.0,88.0,88.0
Fail,Andean Sky 2007 Bonarda (Mendoza),Argentina,Mendoza Province,Mendoza,-,Andean Sky,2007,Bonarda,red,1,10.0,86.0,87.0,86.0
Fail,Talamonti 2007 Cerasuolo Rosè  (Montepulciano d'Abruzzo),Italy,Central Italy,Montepulciano d'Abruzzo,-,Talamonti,2007,Montepulciano,red,0,10.0,86.0,87.0,87.0
Fail,Meeker 2004 Kiss Ridge Vineyard Cabernet Sauvignon (Diamond Mountain District),US,California,Diamond Mountain District,Napa,Meeker,2004,Cabernet Sauvignon,red,1,85.0,92.0,88.0,85.5
Fail,Dogwood 2005 Cabernet Sauvignon (Mendocino),US,California,Mendocino,-,Dogwood,2005,Cabernet Sauvignon,red,1,36.0,88.0,88.0,87.0
Fail,Domaine du Tariquet 2007 Ugni Blanc-Colombard (Vin de Pays des Côtes de Gascogne),France,Southwest France,Vin de Pays des Côtes de Gascogne,-,Domaine du Tariquet,2007,Colombard,white,0,9.0,86.0,86.0,87.0
Fail,Falcor 2005 Sangiovese (Napa Valley),US,California,Napa Valley,Napa,Falcor,2005,Sangiovese,red,1,34.0,89.0,89.0,85.5
Fail,Hayman & Hill 2007 Reserve Selection Chardonnay (Russian River Valley),US,California,Russian River Valley,Sonoma,Hayman & Hill,2007,Chardonnay,white,1,15.0,89.0,88.0,85.0
Fail,Hermann J. Wiemer 2002 Blanc de Blanc Chardonnay (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Hermann J. Wiemer,2002,Chardonnay,white,1,30.0,87.0,88.0,91.0
Fail,J. & F. Lurton 2007 Herederos de François Lurton Villafrance de Duero Red (Vino de la Tierra de Castilla y León),Spain,Northern Spain,Vino de la Tierra de Castilla y León,-,J. & F. Lurton,2007,Red Blend,red,0,13.0,87.0,88.0,87.0
Fail,Finca Las Moras 2007 Reserve Chardonnay (San Juan),Argentina,Other,San Juan,-,Finca Las Moras,2007,Chardonnay,white,1,12.0,84.0,88.0,85.0
Fail,Long Flat 2006 Destinations Sauvignon Blanc (Adelaide Hills),Australia,South Australia,Adelaide Hills,-,Long Flat,2006,Sauvignon Blanc,white,1,15.0,88.0,87.0,87.0
Fail,Work 2004 Reserve Merlot (Sonoma Mountain),US,California,Sonoma Mountain,Sonoma,Work,2004,Merlot,red,1,25.0,90.0,87.0,88.5
Fail,Autumn Hill 2007 Petit Verdot-Merlot Red (Monticello),US,Virginia,Monticello,-,Autumn Hill,2007,Bordeaux-style Red Blend,red,1,18.0,87.0,89.0,85.0
Fail,Blue Rock 2005 Estate Cabernet Sauvignon (Alexander Valley),US,California,Alexander Valley,Sonoma,Blue Rock,2005,Cabernet Sauvignon,red,1,49.0,88.0,88.0,91.0
Fail,Cloud 9 2006 Seity Zinfandel (Amador County),US,California,Amador County,Sierra Foothills,Cloud 9,2006,Zinfandel,red,1,35.0,88.0,88.0,85.0
Fail,Cueva de las Manos 2007 Reserve Malbec (Luján de Cuyo),Argentina,Mendoza Province,Luján de Cuyo,-,Cueva de las Manos,2007,Malbec,sparkling,1,15.0,89.0,88.0,86.0
Fail,David Fulton 2008 Petite Sirah (St. Helena),US,California,St. Helena,Napa,David Fulton,2008,Petite Sirah,red,1,45.0,90.0,88.0,90.0
Fail,Goats do Roam Wine Co. 2008 Goat-Roti Syrah-Viognier (Coastal Region),South Africa,Coastal Region,-,-,Goats do Roam Wine Co.,2008,Viognier,white,0,20.0,87.0,88.0,87.0
Fail,Graham Beck 2007 The William Red (Coastal Region),South Africa,Coastal Region,-,-,Graham Beck,2007,Red Blend,red,0,18.0,87.0,88.0,87.0
Fail,Hartenberg 2007 Cabernet Sauvignon (Stellenbosch),South Africa,Stellenbosch,-,-,Hartenberg,2007,Cabernet Sauvignon,red,0,35.0,89.0,88.0,89.0
Fail,Vignobles 46N118 2007 Noir 46 Malbec (Cahors),France,Southwest France,Cahors,-,Vignobles 46N118,2007,Malbec,sparkling,0,13.0,90.0,88.0,88.0
Fail,Algodon 2008 Estate Blend Gran Reserva Red,Argentina,Mendoza Province,-,-,Algodon,2008,Red Blend,red,1,37.0,86.5,88.0,89.0
Fail,Beaver Creek 2008 Fairytale Red (Napa Valley),US,California,Napa Valley,Napa,Beaver Creek,2008,Red Blend,red,1,39.0,89.0,88.0,85.0
Fail,Jardin 2009 Nine Yards Chardonnay (Stellenbosch),South Africa,Stellenbosch,-,-,Jardin,2009,Chardonnay,white,0,40.0,89.0,88.0,89.0
Fail,Kaiken 2008 Corte Malbec-Bonarda-Petit Verdot Red (Mendoza),Argentina,Mendoza Province,Mendoza,-,Kaiken,2008,Red Blend,red,1,14.0,86.0,88.0,87.0
Fail,Lungarotti 2007 Torre di Giano Vigna il Pino White (Torgiano),Italy,Central Italy,Torgiano,-,Lungarotti,2007,White Blend,white,0,40.0,89.0,87.0,90.0
Fail,Marchesi Fumanelli 2005 Terso White (Veneto),Italy,Veneto,Veneto,-,Marchesi Fumanelli,2005,White Blend,white,0,36.0,87.0,87.0,86.0
Fail,Mariell 2009 Blaufränkisch (Leithaberg),Austria,Leithaberg,-,-,Mariell,2009,Blaufränkisch,red,0,17.0,92.0,90.0,88.5
Fail,Livio Felluga 2009 Friulano (Colli Orientali del Friuli),Italy,Northeastern Italy,Colli Orientali del Friuli,-,Livio Felluga,2009,Friulano,white,0,25.0,88.0,88.0,90.0
Fail,O. Fournier 2007 B Crux Red (Uco Valley),Argentina,Mendoza Province,Uco Valley,-,O. Fournier,2007,Red Blend,red,1,19.0,87.0,88.0,87.0
Fail,Pico Maccario 2010 Estrosa White (Monferrato),Italy,Piedmont,Monferrato,-,Pico Maccario,2010,White Blend,white,0,13.0,87.0,87.0,87.0
Fail,Sottano 2009 Reserva de Familia Cabernet Sauvignon (Mendoza),Argentina,Mendoza Province,Mendoza,-,Sottano,2009,Cabernet Sauvignon,red,1,30.0,86.0,88.0,86.5
Fail,St. Francis 2009 Old Vines Zinfandel (Sonoma County),US,California,Sonoma County,Sonoma,St. Francis,2009,Zinfandel,red,1,20.0,87.0,88.0,88.0
Fail,Trailhead 2010 Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Trailhead,2010,Cabernet Sauvignon,red,1,30.0,89.0,88.0,89.0
Pass,Forstreiter 2012 Schiefer Reserve Grüner Veltliner (Kremstal),Austria,Kremstal,-,-,Forstreiter,2012,Grüner Veltliner,white,0,24.0,91.0,90.0,90.0
Pass,I Giusti e Zanza 2009 Dulcamara Red (Toscana),Italy,Tuscany,Toscana,-,I Giusti e Zanza,2009,Red Blend,red,0,41.0,89.0,88.0,89.0
Pass,Viña Cobos 2011 Marchiori Vineyard Block C2 Malbec (Perdriel),Argentina,Mendoza Province,Perdriel,-,Viña Cobos,2011,Malbec,sparkling,1,215.0,90.0,88.0,91.0
Pass,Salomon-Undhof 2011 Steiner Kögl Erste Lage Riesling (Kremstal),Austria,Kremstal,-,-,Salomon-Undhof,2011,Riesling,white,0,,91.0,90.0,91.0
Pass,Josef Schmid 2011 Kremser Gebling Erste Lage Grüner Veltliner (Kremstal),Austria,Kremstal,-,-,Josef Schmid,2011,Grüner Veltliner,white,0,,91.0,90.0,91.5
Pass,Parallel 2010 Fortune Teller Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Parallel,2010,Cabernet Sauvignon,red,1,125.0,89.0,88.0,93.0
Pass,Château Lafon-Rochet 2011  Saint-Estèphe,France,Bordeaux,Saint-Estèphe,-,Château Lafon-Rochet,2011,Bordeaux-style Red Blend,red,0,,91.0,89.0,91.0
Pass,Dionigi 2006  Sagrantino di Montefalco,Italy,Central Italy,Sagrantino di Montefalco,-,Dionigi,2006,Sagrantino,red,0,,90.0,89.0,89.5
Pass,Domaine Daniel Dugois 2006 Vin Jaune Savagnin (Arbois),France,France Other,Arbois,-,Domaine Daniel Dugois,2006,Savagnin,white,0,45.0,90.0,89.0,91.0
Pass,Finca Sophenia 2011 Synthesis Malbec (Tupungato),Argentina,Mendoza Province,Tupungato,-,Finca Sophenia,2011,Malbec,sparkling,1,30.0,87.0,88.0,87.0
Fail,Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles),US,California,Paso Robles,Central Coast,Treana,2008,Cabernet Sauvignon,red,1,35.0,88.0,88.0,91.0
Fail,Ventisquero 2008 Grey [Glacier] Single Block Trinidad Vineyard Cabernet Sauvignon (Maipo Valley),Chile,Maipo Valley,-,-,Ventisquero,2008,Cabernet Sauvignon,red,1,20.0,87.0,88.0,87.0
Fail,Aquinas 2008 Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Aquinas,2008,Cabernet Sauvignon,red,1,15.0,89.0,88.0,87.0
Fail,Arboleda 2009 Cabernet Sauvignon (Aconcagua Valley),Chile,Aconcagua Valley,-,-,Arboleda,2009,Cabernet Sauvignon,red,1,19.0,88.0,88.0,87.0
Fail,Attilio Ghisolfi 2007 Pinay Red (Langhe),Italy,Piedmont,Langhe,-,Attilio Ghisolfi,2007,Red Blend,red,0,,88.0,88.0,91.0
Fail,Benessere 2007 Estate Sangiovese (Napa Valley),US,California,Napa Valley,Napa,Benessere,2007,Sangiovese,red,1,28.0,89.0,89.0,87.0
Fail,Buried Cane 2009 Whiteline No Oak Chardonnay (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Buried Cane,2009,Chardonnay,white,1,14.0,89.0,88.0,86.5
Fail,Cantina del Nebbiolo 2008  Roero,Italy,Piedmont,Roero,-,Cantina del Nebbiolo,2008,Nebbiolo,red,0,,88.0,90.0,90.0
Fail,Cascina Adelaide 2005 4 Vigne  (Barolo),Italy,Piedmont,Barolo,-,Cascina Adelaide,2005,Nebbiolo,red,0,56.0,91.0,90.0,89.0
Fail,Cascina La Ghersa 2004 Vignassa  (Barbera d'Asti Superiore Nizza),Italy,Piedmont,Barbera d'Asti Superiore Nizza,-,Cascina La Ghersa,2004,Barbera,red,0,,89.0,88.0,87.0
Fail,Claudia Springs 2007 Zinfandel (Mendocino County),US,California,Mendocino County,-,Claudia Springs,2007,Zinfandel,red,1,24.0,88.0,88.0,87.0
Fail,Cramele Recas 2009 Chardonnay (Recas),Romania,Recas,-,-,Cramele Recas,2009,Chardonnay,white,0,7.0,85.5,88.0,86.0
Fail,Domaine Sigalas 2010 Asirtiko Athiri White (Santorini),Greece,Santorini,-,-,Domaine Sigalas,2010,White Blend,white,0,18.0,87.0,87.0,87.0
Fail,Socré 2006 Nebbiolo (Langhe),Italy,Piedmont,Langhe,-,Socré,2006,Nebbiolo,red,0,20.0,88.0,90.0,88.0
Fail,Boffa 2006 Nebbiolo (Langhe),Italy,Piedmont,Langhe,-,Boffa,2006,Nebbiolo,red,0,18.0,88.0,90.0,89.0
Fail,Mount Veeder 2008 Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Mount Veeder,2008,Cabernet Sauvignon,red,1,40.0,89.0,88.0,89.5
Fail,Rabino 2008  Roero,Italy,Piedmont,Roero,-,Rabino,2008,Nebbiolo,red,0,,88.0,90.0,88.0
Fail,Robert Mondavi 2008 Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Robert Mondavi,2008,Cabernet Sauvignon,red,1,28.0,89.0,88.0,89.0
Fail,Château Mont-Pérat 2008 Les Amants Mont-Pérat  (Bordeaux Blanc),France,Bordeaux,Bordeaux Blanc,-,Château Mont-Pérat,2008,Bordeaux-style White Blend,white,0,,86.0,88.0,87.0
Fail,Château Tour de Mirambeau 2006  Bordeaux Blanc,France,Bordeaux,Bordeaux Blanc,-,Château Tour de Mirambeau,2006,Bordeaux-style White Blend,white,0,,86.0,88.0,89.0
Fail,Aresti 2007 Reserva Merlot (Curicó Valley),Chile,Curicó Valley,-,-,Aresti,2007,Merlot,red,1,18.0,85.0,87.0,85.0
Fail,J. & F. Lurton 2006 Gran Araucano Cabernet Sauvignon (Colchagua Valley),Chile,Colchagua Valley,-,-,J. & F. Lurton,2006,Cabernet Sauvignon,red,1,35.0,87.0,88.0,87.0
Fail,Lucas Vineyards 2007 Vignoles (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Lucas Vineyards,2007,Vignoles,white,1,11.0,87.0,86.0,86.0
Fail,De Martino 2007 Legado Reserva Chardonnay (Limarí Valley),Chile,Limarí Valley,-,-,De Martino,2007,Chardonnay,white,1,18.0,86.0,88.0,86.0
Fail,Beringer 2007 Alluvium Blanc White (Knights Valley),US,California,Knights Valley,Sonoma,Beringer,2007,White Blend,white,1,16.0,88.0,87.0,88.0
Fail,Brutocao 2006 Reserve Zinfandel (Mendocino),US,California,Mendocino,-,Brutocao,2006,Zinfandel,red,1,34.0,88.0,88.0,88.0
Fail,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),US,California,Central Coast,Central Coast,Clos La Chance,2006,Red Blend,red,1,40.0,86.0,88.0,86.0
Fail,Cono Sur 2008 Visión Gewürztraminer (Casablanca Valley),Chile,Casablanca Valley,-,-,Cono Sur,2008,Gewürztraminer,white,1,15.0,86.0,88.0,86.0
Fail,Château Notre Dame du Quatourze 2015 Rosé (Languedoc),France,Languedoc-Roussillon,Languedoc,-,Château Notre Dame du Quatourze,2015,Rosé,rose,0,16.0,86.0,87.0,83.0
Fail,Mémoires 2015 Rosé (Coteaux Varois en Provence),France,Provence,Coteaux Varois en Provence,-,Mémoires,2015,Rosé,rose,0,11.0,87.0,87.0,82.0
Fail,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),US,California,Dry Creek Valley,Sonoma,Pezzi King,2013,Zinfandel,red,1,48.0,88.0,88.0,87.0
Fail,Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley),Chile,Leyda Valley,-,-,Viña Tarapacá,2015,Chardonnay,white,1,19.0,87.0,88.0,87.5
Pass,Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Germany,Rheingau,-,-,Robert Weil,2014,Riesling,white,0,775.0,91.0,90.0,93.0
Pass,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),Australia,South Australia,Barossa,-,Torbreck,2012,Viognier,white,1,225.0,89.0,88.0,90.5
Pass,Cavallotto 2010 Vignolo Riserva  (Barolo),Italy,Piedmont,Barolo,-,Cavallotto,2010,Nebbiolo,red,0,150.0,91.0,90.0,95.0
Pass,Oremus 2005 Eszencia  (Tokaji),Hungary,Tokaji,-,-,Oremus,2005,Furmint,white,0,320.0,91.0,90.0,91.0
Pass,Rochioli 2014 South River Chardonnay (Russian River Valley),US,California,Russian River Valley,Sonoma,Rochioli,2014,Chardonnay,white,1,68.0,89.0,88.0,91.5
Pass,Louis Latour 2014 Le Montrachet  (Montrachet),France,Burgundy,Montrachet,-,Louis Latour,2014,Chardonnay,white,0,630.0,96.0,88.0,91.0
Pass,Robert Weil 2014 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),Germany,Rheingau,-,-,Robert Weil,2014,Riesling,white,0,365.0,91.0,90.0,93.0
Pass,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),US,California,Russian River Valley,Sonoma,Rochioli,2014,Chardonnay,white,1,68.0,89.0,88.0,91.5
Pass,Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),Germany,Rheingau,-,-,Weingut Hans Bausch,2011,Riesling,white,0,66.0,91.0,90.0,90.5
Pass,Philippe Colin 2014 Les Chenevottes Premier Cru  (Chassagne-Montrachet),France,Burgundy,Chassagne-Montrachet,-,Philippe Colin,2014,Chardonnay,white,0,110.0,91.0,88.0,93.0
Pass,Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley),Australia,South Australia,Barossa Valley,-,Torbreck,2012,Viognier,white,1,125.0,89.0,88.0,90.5
Pass,Bel Colle 2012 Simposio  (Barolo),Italy,Piedmont,Barolo,-,Bel Colle,2012,Nebbiolo,red,0,60.0,91.0,90.0,91.0
Pass,J. Davies 2012 Jamie Cabernet Sauvignon (Diamond Mountain District),US,California,Diamond Mountain District,Napa,J. Davies,2012,Cabernet Sauvignon,red,1,200.0,92.0,88.0,92.0
Pass,Louis Latour 2014  Criots-Bâtard-Montrachet,France,Burgundy,Criots-Bâtard-Montrachet,-,Louis Latour,2014,Chardonnay,white,0,380.0,95.0,88.0,91.0
Fail,De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley),Chile,Maipo Valley,-,-,De Martino,1999,Carmenère,red,1,10.0,87.0,87.0,86.0
Fail,Montresor 2001  Bianco di Custoza,Italy,Veneto,Bianco di Custoza,-,Montresor,2001,Garganega,white,0,11.0,88.0,87.0,88.0
Fail,Ronco del Gelso 1999 Chardonnay (Friuli),Italy,Northeastern Italy,Friuli,-,Ronco del Gelso,1999,Chardonnay,white,0,21.0,88.0,88.0,88.0
Fail,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),Italy,Northeastern Italy,Alto Adige,-,Elena Walch,2002,Sauvignon Blanc,white,0,23.0,88.0,87.0,90.0
Fail,Gini 2002 Classico  (Soave),Italy,Veneto,Soave,-,Gini,2002,White Blend,white,0,10.0,87.0,87.0,90.0
Fail,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),Italy,Northeastern Italy,Collio,-,Borgo Conventi,2002,Sauvignon Blanc,white,0,15.0,88.0,87.0,89.5
Fail,Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County),US,California,Mendocino County,-,Ceago Vinegarden,2001,Sauvignon Blanc,white,1,19.0,88.0,87.0,86.0
Fail,Valiano 1997 Vino in Musica Sangiovese (Toscana),Italy,Tuscany,Toscana,-,Valiano,1997,Sangiovese,red,0,40.0,89.0,89.0,88.0
Fail,Zenato 2001 Vigneto Massoni White (Naoussa),Greece,Naoussa,-,-,Zenato,2001,White Blend,white,0,,87.0,87.0,89.0
Fail,La Vis 2001 Bianco dei Sorni White (Trentino),Italy,Northeastern Italy,Trentino,-,La Vis,2001,White Blend,white,0,15.0,87.0,87.0,87.0
Fail,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Chile,Rapel Valley,-,-,Lapostolle,2002,Merlot,red,1,12.0,86.0,87.0,88.0
Fail,Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza),Italy,Veneto,Bianco di Custoza,-,Fratelli Zeni,2000,White Blend,white,0,11.0,88.0,87.0,88.0
Fail,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),Chile,Maipo Valley,-,-,Carmen,2000,Cabernet Sauvignon,red,1,15.0,87.0,88.0,86.5
Fail,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),Italy,Veneto,Valdadige,-,Tommasi,2001,Chardonnay,white,0,9.0,88.0,88.0,87.0
Fail,San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige),Italy,Northeastern Italy,Alto Adige,-,San Michele Eppan,2002,Gewürztraminer,white,0,30.0,88.0,88.0,87.5
Fail,Vinoce 2001 Sauvignon Blanc (Rutherford),US,California,Rutherford,Napa,Vinoce,2001,Sauvignon Blanc,white,1,18.0,91.0,87.0,88.0
Fail,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),US,California,Russian River Valley,Sonoma,Merriam,2000,Merlot,red,1,34.0,89.0,87.0,86.0
Fail,Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley),US,California,Alexander Valley,Sonoma,Murphy-Goode,2000,Sauvignon Blanc,white,1,17.0,88.0,87.0,87.0
Fail,Cantina Terlano 2002 Terlano Classico White (Alto Adige),Italy,Northeastern Italy,Alto Adige,-,Cantina Terlano,2002,White Blend,white,0,15.0,88.0,87.0,88.0
Fail,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),Chile,Maipo Valley,-,-,Casa Julia,2001,Cabernet Sauvignon,red,1,12.0,87.0,88.0,86.0
