class,sex,age,service,stop,npay,avg_bill,A_bill,B_bill,termination
E,M,68.0,1,N,N,9104.8666,1924.1001,5462.91996,N
D,F,55.0,2,Y,N,11004.0667,5936.6668,4712.9334,N
D,M,17.0,1,N,N,5524.81226,1820.5566,3202.0,N
D,M,60.0,0,N,N,4160.0,1196.0001,2496.0,Y
G,F,28.0,2,N,Y,63239.0,1821.0,14866.52,N
G,F,21.0,1,N,N,12107.40674,525.0,10481.7334,N
G,M,32.0,2,N,N,18896.7334,3026.8568,12222.0,N
G,M,39.0,2,N,N,26195.9667,443.0001,12761.1166,N
C,M,73.0,1,N,N,2292.6999,1212.0,0.0,N
C,M,55.0,2,N,N,3738.90011,1397.0001,2002.0,N
G,F,55.0,2,Y,Y,14877.4333,3801.8,8510.1334,N
E,M,22.0,1,N,Y,19787.75326,2934.0,15054.8666,N
H,M,66.0,1,N,Y,30456.5667,336.0,10844.4666,N
F,M,51.0,1,N,N,13267.1334,2904.9999,8115.2534,N
E,M,49.0,1,N,N,11048.1334,1722.0,4508.3,N
E,M,60.0,2,N,N,10356.2,1869.0,4721.0,N
C,F,78.0,2,N,N,3964.32663,990.9999,2612.9334,N
E,M,23.0,1,N,N,20150.38652,6336.5332,11982.0,N
D,F,57.0,0,N,N,5594.6,2860.1001,0.0,Y
C,M,84.0,1,N,N,4272.98674,3884.5334,0.0,N
E,F,29.0,1,N,N,10018.9334,1782.0,6518.4,N
E,F,19.0,1,N,N,13350.1334,2052.0,7420.9334,N
D,F,42.0,1,N,N,9616.28855,1884.9999,6857.0806,N
D,M,21.0,1,N,N,9360.8,1704.0,3635.0,N
D,F,80.0,1,N,N,4664.15499,1464.0,2776.1409,N
E,F,20.0,1,N,N,11248.1334,2031.0666,8312.1,N
G,M,64.0,3,N,N,13415.4,1893.0,4128.008,N
D,F,69.0,1,N,N,8716.91326,3122.4666,4802.0,N
F,F,61.0,1,N,N,10743.5334,2472.8666,5105.5334,N
C,M,86.0,1,N,N,15168.99978,13789.9998,0.0,N
C,M,9.0,1,N,N,3570.81989,944.1999,2302.0,N
D,M,54.0,2,Y,N,34037.7667,2546.4,13727.0,N
D,M,34.0,0,N,Y,8898.1334,2826.9999,0.0,Y
D,F,34.0,0,N,N,11901.8,3283.8574,7141.08,Y
C,F,65.0,1,N,N,7313.4,3658.2,0.0,N
E,M,61.0,1,N,N,10431.4,1334.0001,6714.6,N
D,M,63.0,0,N,N,6919.3334,2244.0,0.0,Y
C,M,38.0,1,N,N,7052.17326,6411.0666,0.0,Y
C,M,73.0,1,N,Y,2510.7999,728.9001,1506.47994,N
D,F,13.0,1,N,N,6945.0,1809.9999,2850.8,N
G,F,25.0,1,N,N,42862.0333,3337.4,16736.97,N
E,F,24.0,1,N,N,11851.6,1276.2,8058.2,N
C,F,65.0,2,N,N,3762.21978,966.0999,2454.0999,N
G,M,64.0,2,N,Y,7593.9334,836.0001,5168.7334,N
C,M,79.0,1,N,N,1486.2999,718.1001,0.0,N
F,F,49.0,1,N,N,16540.48,6127.6,8909.2,N
D,M,59.0,1,N,N,7019.1,336.0,6045.0,N
D,F,26.0,1,N,N,23393.4333,731.1,7650.6666,N
E,F,62.0,1,N,N,9237.50674,2419.3334,5978.4,N
G,M,59.0,1,N,Y,18999.49348,4838.7334,12433.5334,N
G,M,46.0,1,N,N,11419.1,936.0,9445.0,N
D,M,42.0,1,N,Y,6393.20011,2210.0001,3602.0,N
D,F,50.0,2,N,N,17843.3334,1749.0999,5038.5334,N
D,M,54.0,1,N,N,5139.86,331.8,4340.8,N
D,M,36.0,0,N,N,7417.5334,1443.2001,4450.52004,Y
G,F,34.0,1,N,N,19055.2,5655.2666,8809.8,N
F,F,62.0,2,N,N,15872.1334,1758.0,4268.0666,N
D,M,11.0,1,N,Y,5847.78326,1512.0,3804.1666,N
D,M,21.0,1,N,Y,10951.1667,1487.0001,6205.4666,N
D,M,72.0,1,N,N,6525.12652,2326.3332,3605.6,N
G,M,30.0,1,N,N,14320.9333,3373.6666,7295.4664,N
D,M,33.0,1,N,N,3013.26674,2739.3334,0.0,Y
D,F,74.0,1,N,N,6493.5334,391.2,4752.1334,N
E,M,58.0,1,N,N,10794.08011,2564.0001,7248.8,N
C,M,9.0,1,N,N,9196.58674,5957.5334,2403.0,N
D,M,67.0,1,N,N,6126.56011,1748.0001,3821.6,N
D,M,57.0,2,N,Y,12540.73348,3282.5334,8118.1334,N
C,M,74.0,1,N,N,8582.34674,7802.1334,0.0,N
E,F,51.0,3,N,N,14431.7334,2162.1,8659.04004,N
G,F,36.0,3,N,N,20738.29989,2832.9999,16020.0,N
C,M,37.0,0,N,N,3169.4,972.6,0.0,Y
E,M,57.0,0,N,N,11947.1334,3073.2666,7168.28004,Y
D,M,86.0,1,N,N,4755.0666,2848.6666,0.0,N
F,F,53.0,1,N,N,18088.8,2605.6666,5396.0,N
G,F,30.0,2,N,N,17940.8,1310.4,9578.182,N
C,M,41.0,0,N,N,2802.4,1955.0001,0.0,Y
G,F,47.0,2,N,N,11658.8,2767.2,8387.689,N
G,F,26.0,1,N,N,16757.2,2132.0001,7969.8,N
C,M,80.0,1,N,N,4818.8,336.0,1671.3,N
E,F,58.0,1,N,N,11055.4,1716.0,6966.0,N
F,F,25.0,0,N,N,15999.35315,1998.9999,12545.8666,N
C,F,74.0,1,N,N,1906.30011,1733.0001,0.0,N
G,M,17.0,1,N,Y,11845.1,1232.0001,7739.9334,N
G,M,24.0,1,N,N,19427.3651,8152.4,9508.841,N
C,F,55.0,1,N,N,2754.28989,2503.8999,0.0,N
C,M,65.0,1,N,N,4327.95011,1932.5001,2002.0,N
E,F,36.0,1,N,N,18399.0,2558.0666,5252.0,N
G,M,37.0,1,N,Y,12231.3667,2174.6666,6128.2666,N
G,M,20.0,2,N,Y,20249.07874,1704.0,16704.2534,N
C,M,85.0,1,N,N,1495.4001,1324.7919,0.0,N
H,F,57.0,2,N,N,11289.0,1422.0,9491.0,N
C,F,69.0,1,N,N,6349.64,1008.0,4764.4,N
C,F,79.0,1,N,N,2781.8001,2205.0,0.0,N
C,F,15.0,1,N,N,2985.89511,330.0,2384.4501,N
C,M,78.0,1,N,Y,2309.26674,2099.3334,0.0,N
C,M,56.0,2,N,N,2914.6,1908.0,0.0,N
G,F,66.0,2,N,N,12899.8,3536.5334,8231.52,N
C,F,71.0,1,N,N,4379.76,1643.1,2338.5,N
C,M,51.0,1,N,Y,3139.17978,1056.9999,1796.7999,N
F,F,63.0,1,N,N,14660.5334,39.0,5076.9334,N
E,F,72.0,2,N,N,7024.2,910.7001,5482.0,N
D,M,21.0,0,N,N,8059.7,7327.0,0.0,Y
F,M,41.0,2,N,N,12192.0,2451.0,9384.8178,N
G,F,30.0,1,N,N,13985.06615,2712.9999,10000.6966,N
G,F,49.0,3,N,N,10939.4333,1821.0,6683.0666,N
C,M,75.0,1,N,N,1396.2,1377.0,0.0,N
G,M,24.0,1,N,Y,16425.82326,332.1,14600.4666,N
D,F,34.0,1,N,N,14792.0,1311.0,4561.808,N
C,F,11.0,1,N,N,6063.41989,1910.7999,3601.4,N
D,F,6.0,1,N,N,4936.69,885.9,3602.0,N
G,M,41.0,1,N,N,40128.8333,5095.5334,11036.3383,N
D,F,51.0,1,N,N,3285.04011,2986.4001,0.0,Y
C,F,40.0,2,N,N,13852.88674,3285.5334,9308.0,N
C,M,72.0,1,N,Y,7141.75,2567.7,3924.8,N
F,F,28.0,1,N,N,13947.3333,1554.0999,7711.1414,N
E,F,39.0,1,N,N,18646.64978,7940.0664,9011.4334,N
F,F,35.0,0,N,N,18931.4666,330.9,11358.87996,Y
F,F,39.0,1,N,N,12184.2,1007.0001,6982.0,N
C,F,71.0,0,N,N,7326.6666,1764.9999,4395.99996,Y
F,M,63.0,1,N,N,14758.6666,5415.2,4757.5,N
F,M,74.0,1,N,N,17190.92518,1704.0,13924.1138,N
G,F,59.0,3,N,N,14932.35348,2972.3334,10602.5334,N
D,M,15.0,1,N,N,6972.6,2753.3334,3677.2,N
G,F,49.0,1,N,N,17135.8667,1518.6,6818.7034,N
G,M,25.0,1,N,N,18047.26,5221.0,11185.6,N
C,F,88.0,1,N,N,8070.92011,2423.0001,4914.2,N
D,F,8.0,1,N,N,9322.28011,2473.4001,6001.4,N
G,M,34.0,1,N,N,112900.4667,1409.9001,25881.1398,N
D,M,13.0,1,N,N,12190.0,2205.2001,6683.4,N
C,M,59.0,0,N,N,2737.45989,2488.5999,0.0,Y
D,F,47.0,1,N,N,8912.93326,2020.6666,6082.0,N
F,M,33.0,1,N,N,16916.2,2235.0,6783.4,N
C,F,91.0,1,N,N,2648.35989,2407.5999,0.0,N
G,F,37.0,1,N,N,12843.4,2563.5,4907.8,N
H,M,54.0,2,N,Y,35238.2667,1628.3001,18078.2146,N
G,M,43.0,2,N,Y,13794.0,2073.2001,8509.4,N
D,F,53.0,1,N,Y,8207.46685,1214.0001,6247.3334,N
E,M,50.0,0,N,N,10465.4,1411.8999,6279.24,Y
D,F,66.0,1,N,Y,8906.5334,1542.9999,4233.0,N
G,M,35.0,3,N,N,25240.0333,1326.0,11445.128,N
G,M,54.0,2,Y,N,12888.5334,2550.6666,7956.8534,N
C,M,74.0,1,N,N,1875.3999,1721.1,0.0,N
D,F,12.0,1,N,N,5727.59011,1736.0001,3470.9,N
G,F,40.0,3,N,Y,12977.8,2322.8001,7543.7174,N
F,F,32.0,1,N,N,10601.1334,1811.7999,5255.3334,N
C,M,94.0,1,N,N,1249.93011,1136.3001,0.0,N
G,F,27.0,1,N,N,14975.2,1703.1,7743.2,N
G,M,46.0,1,N,N,15053.8333,430.8999,5707.5334,N
G,F,33.0,2,N,N,19637.0666,1157.0001,9364.4416,N
E,M,59.0,1,N,N,9326.79,1476.9,7002.0,N
G,F,40.0,1,N,N,14509.2,1526.7999,9410.0,N
C,M,78.0,2,N,Y,6762.1334,1820.4999,4057.28004,N
G,M,45.0,2,N,N,16161.2,2656.6998,12222.0,N
C,M,67.0,1,N,N,1940.0001,846.9999,0.0,N
E,F,30.0,1,N,N,13024.56166,4288.1772,7552.3334,N
D,M,54.0,0,N,N,5414.2,1656.0,0.0,Y
C,M,56.0,0,N,N,4517.33326,4106.6666,0.0,Y
G,M,62.0,1,N,Y,15154.8666,3567.2668,5009.0,N
C,M,73.0,2,N,N,8422.55326,5090.6666,2566.2,N
F,M,42.0,2,N,N,11939.4,330.0,2002.0,N
G,F,50.0,3,N,N,16348.42,3171.9334,11690.2666,N
C,F,55.0,1,N,Y,49867.4667,1794.9999,12348.1334,N
C,F,73.0,1,N,N,1873.63011,1703.3001,0.0,N
E,F,59.0,1,N,N,8861.8666,1821.0,5317.11996,N
D,F,55.0,1,N,N,15360.62022,9071.4002,4892.8,N
G,M,36.0,3,N,N,13685.3334,2157.0,9805.6,N
F,M,27.0,1,N,N,17518.0666,1626.0999,12334.9708,N
C,F,43.0,1,N,Y,2691.70011,2447.0001,0.0,Y
D,F,78.0,1,N,N,4602.4,1271.4999,2156.2,N
C,M,24.0,1,N,N,18467.45989,2879.1999,13909.4,N
F,F,44.0,1,N,N,11824.2,1311.0,7035.7584,N
G,M,41.0,1,N,N,14150.2,2105.6001,7504.8904,N
D,F,77.0,2,N,N,14677.9334,336.0,5519.426,N
D,F,34.0,0,N,N,7031.0,2606.4,0.0,Y
G,F,46.0,3,N,N,14120.8667,510.9999,12702.8266,N
D,F,16.0,1,N,N,6545.88,2672.4,3278.4,N
G,M,25.0,1,N,Y,15207.9333,998.4999,2929.4,N
C,M,71.0,1,N,N,2905.4001,1707.0,0.0,N
C,M,51.0,2,N,N,4120.0666,1268.3001,0.0,N
C,M,50.0,1,N,N,2612.13326,2374.6666,0.0,N
D,F,83.0,1,N,N,9524.2666,1748.6001,5714.55996,N
G,M,37.0,2,N,N,14882.92674,2584.3334,10945.6,N
D,M,73.0,1,N,N,5352.5334,281.7,3211.52004,N
G,F,19.0,1,N,N,10752.3667,420.0,8320.9334,N
G,F,41.0,1,N,Y,79099.8667,1225.6104,57101.5333,N
C,F,47.0,1,N,N,2575.09989,2340.9999,0.0,N
D,F,84.0,2,N,Y,9007.38674,1188.0,7000.5334,N
C,F,44.0,0,Y,N,1857.9,1689.0,0.0,Y
D,F,78.0,1,N,N,4987.84,332.4,4202.0,N
E,F,46.0,1,N,N,10129.0,2772.3999,4651.0,N
G,M,47.0,4,N,N,22181.5,2173.8666,4002.0,N
G,M,30.0,2,N,N,21459.6667,1349.0001,10181.4,N
D,M,64.0,0,N,N,6370.4666,2001.0,0.0,Y
D,F,45.0,1,N,N,4831.0,372.9999,2251.0,N
F,F,27.0,1,N,N,12648.53348,2516.6668,8982.0,N
F,F,62.0,2,N,Y,18597.744,3737.7334,13169.3066,N
G,F,31.0,1,N,N,12175.02,1659.0,9409.2,N
G,F,52.0,2,N,N,17090.29685,2567.9001,12968.7334,N
D,F,57.0,1,N,N,2481.9999,996.9999,588.9999,N
C,F,67.0,1,N,N,4890.74685,1103.0001,3343.1334,N
G,M,27.0,1,N,N,11761.5,1737.9999,8878.8666,N
C,M,65.0,1,N,N,6166.81989,1805.7999,3800.4,N
C,F,69.0,0,N,N,2774.0,2468.0001,0.0,Y
D,M,52.0,1,N,N,13967.06674,10295.3334,2402.0,N
C,M,72.0,1,N,N,2128.4666,1156.8,0.0,N
C,F,90.0,1,N,N,1324.5,156.0,794.7,N
C,F,64.0,1,N,N,3025.87989,2750.7999,0.0,N
C,F,49.0,1,N,N,963.6,876.0,0.0,Y
D,M,79.0,1,N,N,6613.3334,2671.3334,2225.9334,N
E,M,77.0,2,N,N,5764.66011,1824.8001,3415.8,N
C,M,81.0,2,N,Y,5722.37006,2464.0,2738.1546,N
D,M,75.0,1,N,N,8347.46,7588.6,0.0,Y
C,F,60.0,2,N,Y,2257.5334,1005.9999,0.0,N
D,M,81.0,1,N,N,2784.10011,1148.0001,1383.0,N
F,F,55.0,1,N,N,14399.88,1752.0,11338.8,N
C,M,78.0,1,N,N,1851.9,1341.0,0.0,N
C,M,93.0,1,N,Y,2081.0001,1224.9999,0.0,N
G,M,38.0,1,N,N,20882.6667,332.4,9690.4,N
G,M,30.0,1,N,N,12032.9333,854.4,10298.2,N
D,M,65.0,2,N,N,5753.23815,1950.9999,3279.2166,N
D,F,21.0,1,N,N,16039.4666,2162.6666,6683.2,N
D,F,75.0,2,N,Y,1970.76,1791.6,0.0,Y
G,F,33.0,1,N,N,25054.9,2100.0,13177.2666,N
G,F,27.0,1,N,N,14433.6,1220.0001,12545.6,N
C,M,71.0,2,N,N,2391.9,1783.7001,0.0,N
C,M,44.0,1,N,N,2450.0001,972.5001,0.0,N
D,M,75.0,3,N,N,3232.6,903.0,1951.5,N
F,M,62.0,1,N,N,15072.9334,795.0999,4900.4536,N
G,F,31.0,1,N,N,8451.0,161.0001,7761.476,N
D,F,54.0,0,N,N,6338.2,2583.4666,0.0,Y
D,M,11.0,1,N,N,3269.97011,670.7001,2302.0,N
C,F,40.0,1,N,N,510.73011,464.3001,0.0,Y
D,M,58.0,1,N,N,6009.6666,2085.8666,0.0,N
E,F,29.0,1,N,N,9268.16,1743.6,6682.0,N
C,M,59.0,1,N,N,872.29989,792.9999,0.0,N
G,F,32.0,1,N,N,19110.8666,1704.0,8411.4334,N
G,M,61.0,2,N,N,11633.9334,2984.0001,5776.2666,N
H,M,29.0,2,N,N,33832.4,1704.0,8024.897,N
D,M,56.0,1,N,N,5578.1334,2240.7999,0.0,N
G,M,42.0,1,N,N,18769.9,2220.8,4706.2,N
D,M,55.0,0,N,N,5272.6,2620.0,0.0,Y
C,M,63.0,1,N,N,1800.0,1734.0,0.0,N
F,F,55.0,1,N,N,11459.0,2865.0,5367.7,N
E,M,42.0,2,N,N,9430.2,1752.0,5658.12,N
C,F,35.0,1,N,N,5538.50011,2033.0001,3002.0,N
D,F,59.0,1,N,N,18867.8666,1821.0,10752.8334,N
G,F,60.0,2,N,N,19953.7334,8975.2668,8207.9334,N
E,M,64.0,1,N,N,11187.36674,2188.3334,7982.0,N
C,F,86.0,0,N,N,2703.1334,1383.2001,0.0,Y
F,M,45.0,1,N,Y,28286.7,1131.9999,12504.5467,N
G,F,67.0,2,N,N,11934.3333,372.5001,7300.0,N
G,M,27.0,1,N,N,10733.2,984.0,6274.4,N
G,M,44.0,2,N,N,16016.7,1848.0,9610.02,N
G,F,29.0,1,N,N,10772.7667,1326.0,8649.6,N
D,F,39.0,1,N,N,8561.15348,4931.8668,2851.0,N
D,F,44.0,1,N,N,9148.65116,5314.988,3001.9676,N
G,F,42.0,3,N,N,22558.8,1787.0001,8917.7786,N
D,M,13.0,1,N,N,722.7,657.0,0.0,Y
E,F,20.0,1,N,N,12645.1334,1579.7001,6682.5334,N
G,M,61.0,2,N,N,19008.4666,1963.5,9899.2666,N
D,M,35.0,1,N,N,4954.1334,2261.1,0.0,N
D,F,24.0,1,N,N,13930.0,1701.9999,6682.6,N
C,M,37.0,1,N,N,3713.3334,335.4999,3002.0,N
C,F,41.0,0,N,N,8647.3,1800.0,5188.38,Y
D,F,19.0,1,N,N,16945.0,1628.4999,10989.0,N
F,F,21.0,1,N,Y,27242.6667,1770.8001,10981.3334,N
G,M,42.0,1,N,Y,29366.2667,1792.4001,8943.8,N
E,M,20.0,1,N,N,19018.8666,282.0,7647.3,N
D,F,63.0,0,N,Y,8155.6666,285.0,4893.39996,Y
C,F,90.0,1,N,N,3003.66,2730.6,0.0,N
E,F,52.0,1,N,N,7835.0666,1320.9,6324.764,N
D,F,17.0,1,N,N,7257.36,2024.6666,4572.9334,N
G,M,37.0,1,N,N,11047.2666,3241.6,7801.2666,N
C,M,9.0,1,N,N,5273.28978,2118.9999,2674.8999,N
D,M,12.0,1,N,N,5881.43457,2643.7587,2703.0,N
E,F,24.0,1,N,N,10883.3334,1800.0,6682.0,N
E,F,51.0,1,N,N,9068.31211,2520.2001,5723.72,N
G,M,42.0,1,N,N,15534.8667,1198.4001,9320.92002,N
G,M,44.0,2,N,Y,13541.8,2450.0001,8271.328,N
C,F,67.0,1,N,N,4086.6666,1127.3001,2804.0334,N
G,F,29.0,1,N,N,14335.71326,3623.2666,9409.2,N
C,F,72.0,2,N,N,7135.62674,4085.3334,2401.6,N
D,M,68.0,0,N,N,5000.0,1703.3001,0.0,Y
F,F,64.0,3,N,N,18379.3334,1907.0001,12582.0,N
C,F,78.0,1,N,N,3535.29,985.5,2228.4,N
G,M,57.0,1,N,N,16225.5334,984.9999,5495.9334,N
D,M,19.0,1,N,N,15648.0,1275.0999,7601.2,N
E,M,29.0,1,N,N,18509.8,1925.0001,5542.8,N
D,M,72.0,1,N,N,4502.3,1491.0,2602.0,N
F,F,50.0,1,N,Y,48895.0667,4346.0,11221.2,N
D,M,56.0,1,N,N,9133.1334,1424.0001,3508.2666,N
C,M,54.0,1,N,Y,4062.66674,3693.3334,0.0,N
C,M,84.0,1,N,N,1894.2,1722.0,0.0,N
E,F,55.0,1,N,N,10768.2666,2030.0001,6553.3666,N
E,F,85.0,2,N,N,12270.2666,1094.4999,6432.8666,N
G,M,37.0,1,N,N,19427.09978,3678.9998,13982.0,N
C,M,37.0,1,N,N,6748.06,6134.6,0.0,N
G,F,44.0,2,N,Y,15642.5,2018.7,9212.0956,N
E,M,24.0,1,N,N,9816.8,1092.9999,6900.4746,N
G,F,31.0,1,N,N,17496.4667,1064.0001,13047.4666,N
D,M,21.0,2,N,N,13101.6292,2828.2998,9082.2722,N
D,F,68.0,1,N,N,7165.4666,1722.0,4299.27996,N
G,F,22.0,1,N,N,8259.8,1169.1,7057.9742,N
E,M,47.0,1,N,N,10248.4666,330.9,3120.0666,N
F,F,19.0,1,N,Y,11874.26526,1752.0,9042.7866,N
F,F,51.0,2,N,N,17306.44674,5751.5334,9981.6,N
C,M,40.0,1,N,N,3842.88674,3493.5334,0.0,N
E,F,51.0,1,N,N,10617.23685,2667.8001,6984.2334,N
C,M,75.0,1,Y,Y,2232.26674,2029.3334,0.0,Y
D,F,11.0,1,N,N,4559.49989,342.9999,3802.0,N
G,F,20.0,1,N,N,11956.8,4011.2666,7376.3666,N
D,F,11.0,0,N,N,6503.27326,2778.0,3134.0666,N
D,M,19.0,1,N,N,10988.2666,2487.0,5645.8666,N
C,F,72.0,1,N,N,1453.5999,1329.0,0.0,N
D,M,43.0,2,N,N,5749.0,2426.3001,0.0,N
D,M,42.0,1,N,N,7944.8666,2341.8,3002.0,N
D,M,72.0,2,N,N,14438.96674,10352.2,2774.1334,N
D,F,14.0,0,N,N,5925.70011,1985.0001,3402.0,N
F,M,84.0,1,N,N,12902.5334,2354.4,5251.0,N
G,F,56.0,1,N,N,14441.8,2788.0,5616.5306,N
D,M,44.0,1,N,N,17118.98012,8679.5334,6883.1758,N
C,F,39.0,0,N,N,1082.4,984.0,0.0,Y
F,F,90.0,1,N,N,12228.6,2156.2,2400.6,N
G,M,67.0,1,N,N,16231.7334,1502.0001,12675.8974,N
C,M,8.0,1,N,N,3741.7842,1645.122,1756.5,N
D,M,45.0,0,N,N,4236.3334,3257.0666,0.0,Y
E,F,15.0,1,N,Y,7792.76674,984.0,6100.3334,N
F,F,51.0,1,N,N,14678.47073,2286.9999,11057.0644,N
F,M,87.0,2,N,N,11144.2666,2108.6666,2301.4,N
C,M,31.0,0,N,N,12455.4,480.0,7473.24,Y
C,F,13.0,1,N,N,14558.79348,9936.3334,3298.9334,N
G,M,47.0,2,N,N,14499.17326,2193.0,10988.0666,N
G,F,30.0,1,N,Y,10504.6,297.0,9409.7334,N
C,F,54.0,1,N,N,4816.3334,1310.7,2103.8001,N
C,M,23.0,0,N,N,4705.90989,1995.9999,2282.1,N
F,M,66.0,0,N,N,19812.0666,2533.9334,11887.23996,Y
D,F,14.0,1,N,N,7027.0,21.0,3731.6,N
F,M,52.0,1,N,N,15343.6,1667.0001,946.5,N
D,F,63.0,1,N,N,5104.25674,336.0,4304.2334,N
D,F,62.0,1,N,N,10720.56326,4071.8666,5674.1,N
E,M,54.0,2,N,N,11927.8,2989.7332,7141.5334,N
C,M,57.0,0,N,Y,8517.3334,2052.0,5110.40004,Y
E,F,49.0,1,N,N,10976.8666,2510.6,5686.08,N
G,M,24.0,2,N,N,18779.6333,773.1,10487.097,N
D,F,33.0,1,N,N,10621.74674,1716.0,7940.1334,N
C,F,57.0,1,N,N,1854.6999,285.0,1112.81994,N
D,F,65.0,1,N,N,12638.6666,2166.0,4962.0,N
C,M,37.0,2,N,N,2568.4666,2162.4,0.0,N
C,F,71.0,1,N,N,1849.2,1712.0001,0.0,N
G,F,35.0,2,N,N,16556.77914,1341.0,13710.6174,N
D,F,11.0,1,N,N,8536.77,1545.3,6215.4,N
C,M,92.0,1,N,N,2166.3,1618.5999,0.0,N
D,F,24.0,1,N,N,10609.3334,2283.0,5411.7666,N
G,M,26.0,2,N,Y,18894.8,1722.0,9134.8,N
G,M,55.0,2,N,N,12801.32348,2648.8668,8988.7,N
H,M,34.0,2,N,N,16988.1667,2103.0,12831.8,N
E,F,73.0,1,N,N,10256.2666,2217.0,5868.6334,N
E,M,55.0,1,N,N,8600.6,1368.9999,4244.4,N
D,M,64.0,1,N,N,7446.6666,822.0,4503.6334,N
D,M,59.0,0,N,N,12328.4,2940.6666,7397.04,Y
D,F,55.0,1,N,Y,8158.3334,1725.9999,5345.2534,N
G,M,43.0,1,N,N,14637.4667,1737.9999,9328.9386,N
G,M,55.0,1,N,N,14072.1334,2613.0,7274.4,N
E,F,72.0,1,N,N,10328.34,2403.0,6986.4,N
D,F,67.0,1,N,N,6912.07011,282.5001,6001.2,N
C,M,43.0,2,N,N,4642.33011,2071.4001,2148.9,N
E,F,59.0,1,N,N,8102.91185,1655.0001,5711.2834,N
C,M,72.0,0,N,N,2989.4666,1451.7999,0.0,Y
D,F,44.0,1,N,N,13002.6666,2043.0,5073.0466,N
C,M,74.0,1,N,N,6254.82,2886.0,2800.2,N
G,F,54.0,1,N,N,13203.0667,332.4,9468.0134,N
E,M,47.0,1,N,N,13273.66326,6156.3332,5910.6334,N
H,M,53.0,1,N,Y,15472.3404,2541.8666,11523.8974,N
D,M,60.0,1,N,N,300.0,61.5,180.0,Y
C,F,21.0,2,N,Y,3087.25659,1335.1968,1471.4001,N
C,M,80.0,1,N,Y,2277.66,2070.6,0.0,N
C,F,40.0,1,N,N,13692.6,2764.9334,8215.56,N
D,F,73.0,1,N,N,3215.19,1744.8,1178.1,N
E,M,73.0,2,N,N,8344.2666,1847.4,2385.6666,N
C,F,66.0,2,N,N,2649.1334,2217.0,0.0,N
E,F,22.0,1,N,N,26209.2667,1704.0,8544.5166,N
C,F,67.0,1,N,N,2835.0,1312.8,0.0,Y
G,M,38.0,3,N,Y,48717.1667,1164.9999,16028.7332,N
C,M,10.0,1,N,N,6942.8,282.0,6334.1334,N
D,M,71.0,1,N,Y,6777.3334,1854.0,4066.40004,N
E,M,34.0,0,N,N,7921.8,2712.0,0.0,Y
G,M,40.0,2,N,N,20971.3,1721.3739,12546.6,N
C,M,64.0,1,N,N,2981.88,2710.8,0.0,N
G,F,40.0,1,N,N,16238.86,9566.0,5196.6,N
E,M,42.0,1,N,N,15448.6,1719.9999,5366.904,N
G,F,45.0,2,N,N,14045.2667,936.0,5916.0,N
C,M,67.0,3,N,N,2697.1334,798.0,1618.28004,N
C,F,82.0,1,N,N,5348.20011,2219.0001,2643.0,N
F,F,28.0,1,N,N,18085.6,2558.0001,13107.6,N
G,M,35.0,2,N,N,14500.31011,2200.1001,10982.0,N
C,F,50.0,1,N,N,2237.83989,2034.3999,0.0,N
D,M,35.0,0,N,N,4369.0,825.0,2621.4,Y
F,F,51.0,1,N,N,10594.13685,1820.3001,7810.7334,N
D,F,46.0,0,N,N,5249.4,2337.5334,0.0,Y
D,F,59.0,1,N,N,6852.0666,1011.9999,4111.23996,N
D,F,45.0,1,N,N,4618.2,2779.8999,0.0,N
G,M,34.0,1,N,N,17693.5088,2643.0,13442.008,N
F,M,48.0,2,N,N,14402.8333,1287.3447,6682.4,N
D,M,76.0,0,N,N,9680.0,2080.1001,5808.0,Y
C,F,59.0,1,N,N,12037.6,1212.0,7222.56,N
G,M,61.0,1,N,N,14014.5334,2772.2,9234.1174,N
C,F,93.0,1,N,N,2351.0001,1425.0,0.0,N
G,F,16.0,1,N,Y,17547.0,1855.1001,10177.7334,N
E,M,53.0,0,N,N,8318.2,1871.0001,4990.92,Y
C,M,64.0,1,N,N,2475.10989,2250.0999,0.0,N
C,F,77.0,1,N,N,1847.4,1176.0,0.0,N
C,F,81.0,1,N,N,2722.79348,2475.2668,0.0,N
D,F,76.0,1,N,N,3672.24,1311.9,2026.5,N
F,M,60.0,1,N,N,13474.2666,938.9001,8084.55996,N
E,M,18.0,1,N,N,8422.48011,1655.0001,6001.8,N
C,M,82.0,1,N,N,2270.9001,1505.3001,0.0,N
D,F,13.0,1,N,N,11786.6666,1940.8998,4502.8334,N
C,F,50.0,1,N,N,2885.66674,2623.3334,0.0,N
G,F,32.0,1,N,N,19695.0666,331.2,7888.6304,N
C,M,52.0,2,N,N,5146.09326,4678.2666,0.0,N
F,F,34.0,1,N,N,12628.0,1008.0,10472.0,N
D,F,12.0,1,N,N,9832.2,1266.6999,3619.8,N
C,F,82.0,2,N,Y,2219.9001,1638.0,0.0,N
G,F,30.0,1,N,N,21114.90238,12116.2992,7079.0666,N
C,M,76.0,1,N,N,1410.0,282.0,846.0,N
D,M,50.0,0,N,N,8009.6666,1731.9999,4805.79996,Y
F,F,33.0,0,N,N,6930.8,338.0001,4158.48,N
G,M,42.0,1,N,N,14145.9,2308.0,10163.9054,N
D,M,54.0,1,N,N,8128.4666,1861.1001,4877.07996,N
D,F,57.0,1,N,N,13129.8,947.0001,2119.6334,N
